region	bank	addr	len	symbol	role	sect	group	verify	desc
WRAM0	-	$D0AB	2	wSpriteInputPtr	entry	WRAM	graphics	rom,live	Where the sprite decompressor is reading from.
WRAM0	-	$D0AD	2	wSpriteOutputPtr	entry	WRAM	graphics	rom,live	Where it is writing to in the cartridge-RAM buffers.
WRAM0	-	$D0AF	2	wSpriteOutputPtrCached	entry	WRAM	graphics	rom,live	
WRAM0	-	$D0B1	2	wSpriteDecodeTable0Ptr	entry	WRAM	graphics	rom,live	One of the two nybble-expansion tables the decompressor alternates between.
WRAM0	-	$D0B3	2	wSpriteDecodeTable1Ptr	entry	WRAM	graphics	rom,live	The other nybble-expansion table.
WRAM0	-	$D0B5	1	wNameListIndex	entry	WRAM	scratch	rom,live	
WRAM0	-	$D0B5	1	wCurSpecies	alias	WRAM	scratch	rom,live	
WRAM0	-	$D0B6	1	wNameListType	entry	WRAM	scratch	rom,live	
WRAM0	-	$D0B7	1	wPredefBank	entry	WRAM	system	rom,live	Which ROM bank the `Predef` call currently in progress needs mapped in — `Predef` is the game's own generic banked-subroutine-call mechanism, and this is where it stashes the destination. Measured across a real playthrough (walk, a forced battle, menus): written from 3 places, chiefly bank 19 `$7E6F`, during battle, battle-trigger, intro, post-battle menus, walk/menus; 12 distinct values seen, 0-44.
WRAM0	-	$D0B8	1	wMonHIndex	entry	WRAM	scratch	rom,live	
WRAM0	-	$D0B8	1	wMonHeader	alias	WRAM	scratch	rom,live	
WRAM0	-	$D0B9	1	wMonHBaseHP	entry	WRAM	scratch	rom,live	
WRAM0	-	$D0B9	1	wMonHBaseStats	alias	WRAM	scratch	rom,live	
WRAM0	-	$D0BA	1	wMonHBaseAttack	entry	WRAM	scratch	live	
WRAM0	-	$D0BB	1	wMonHBaseDefense	entry	WRAM	scratch	live	
WRAM0	-	$D0BC	1	wMonHBaseSpeed	entry	WRAM	scratch	rom,live	The species' **base** Speed, as `GetMonHeader` loaded it. `CriticalHitTest` reads it here and not the in-battle stat, so the critical-hit rate is half the base Speed out of 256 and neither a SWORDS DANCE nor a paralysis moves it. Measured for a base-Speed-140 Electrode: 250 crits in 960 attacks.
WRAM0	-	$D0BD	1	wMonHBaseSpecial	entry	WRAM	scratch	live	
WRAM0	-	$D0BE	1	wMonHType1	entry	WRAM	scratch	rom,live	
WRAM0	-	$D0BE	1	wMonHTypes	alias	WRAM	scratch	rom,live	
WRAM0	-	$D0BF	1	wMonHType2	instance	WRAM	scratch	rom,live	
WRAM0	-	$D0C0	1	wMonHCatchRate	entry	WRAM	scratch	rom,live	
WRAM0	-	$D0C1	1	wMonHBaseEXP	entry	WRAM	scratch	live	
WRAM0	-	$D0C2	1	wMonHSpriteDim	entry	WRAM	scratch	rom,live	
WRAM0	-	$D0C3	2	wMonHFrontSprite	entry	WRAM	scratch	rom,live	
WRAM0	-	$D0C5	2	wMonHBackSprite	entry	WRAM	scratch	live	
WRAM0	-	$D0C7	4	wMonHMoves	entry	WRAM	scratch	rom,live	
WRAM0	-	$D0CB	1	wMonHGrowthRate	entry	WRAM	scratch	rom,live	
WRAM0	-	$D0CC	8	wMonHLearnset	entry	WRAM	scratch	rom,live	
WRAM0	-	$D0D4	3	wSavedTileAnimations	entry	WRAM	scratch	rom,live	
WRAM0	-	$D0D4	3	wMonHeaderEnd	alias	WRAM	scratch	rom,live	
WRAM0	-	$D0D7	4	wDamage	entry	WRAM	battle	rom,live	Damage for the current hit, big-endian.
WRAM0	-	$D0DB	1	wRepelRemainingSteps	entry	WRAM	scratch	rom,live	
WRAM0	-	$D0DC	4	wMoves	entry	WRAM	scratch	rom,live	
WRAM0	-	$D0E0	1	wMoveNum	entry	WRAM	scratch	rom,live	
WRAM0	-	$D0E1	56	wMovesString	entry	WRAM	scratch	rom,live	
WRAM0	-	$D119	1	wUnusedCurMapTilesetCopy	entry	WRAM	scratch	rom,live	
WRAM0	-	$D11A	1	wWalkBikeSurfStateCopy	entry	WRAM	overworld	rom,live	
WRAM0	-	$D11B	1	wInitListType	entry	WRAM	scratch	rom,live	
WRAM0	-	$D11C	1	wCapturedMonSpecies	entry	WRAM	scratch	rom,live	
WRAM0	-	$D11D	1	wFirstMonsNotOutYet	entry	WRAM	scratch	rom,live	
WRAM0	-	$D11E	1	wPokeBallAnimData	entry	WRAM	scratch	rom,live	What the ball animation is going to show. **The shake count is cosmetic**: everything that computes it runs after the capture has already been decided, so three shakes is not a near miss — the miss happened earlier.
WRAM0	-	$D11E	1	wCalculateWhoseStats	alias	WRAM	scratch	rom,live	
WRAM0	-	$D11E	1	wMaxPP	alias	WRAM	scratch	rom,live	
WRAM0	-	$D11E	1	wMoveGrammar	alias	WRAM	scratch	rom,live	
WRAM0	-	$D11E	1	wMoveType	alias	WRAM	scratch	rom,live	
WRAM0	-	$D11E	1	wNamedObjectIndex	alias	WRAM	scratch	rom,live	
WRAM0	-	$D11E	1	wNumSetBits	alias	WRAM	scratch	rom,live	
WRAM0	-	$D11E	1	wPokeBallCaptureCalcTemp	alias	WRAM	scratch	rom,live	
WRAM0	-	$D11E	1	wPokedexNum	alias	WRAM	scratch	rom,live	
WRAM0	-	$D11E	1	wTempByteValue	alias	WRAM	scratch	rom,live	
WRAM0	-	$D11E	1	wTempTMHM	alias	WRAM	scratch	rom,live	
WRAM0	-	$D11E	1	wTypeEffectiveness	alias	WRAM	scratch	rom,live	
WRAM0	-	$D11E	1	wUsingPPUp	alias	WRAM	scratch	rom,live	
WRAM0	-	$D11F	1	wForcePlayerToChooseMon	entry	WRAM	scratch	rom,live	
WRAM0	-	$D120	1	wNumRunAttempts	entry	WRAM	battle	rom,live	How many times you have tried to run this battle; each attempt makes the next more likely.
WRAM0	-	$D121	1	wEvolutionOccurred	entry	WRAM	scratch	rom,live	
WRAM0	-	$D122	2	wVBlankSavedROMBank	entry	WRAM	scratch	rom,live	
WRAM0	-	$D124	1	wIsKeyItem	entry	WRAM	system	rom,live	
WRAM0	-	$D125	1	wTextBoxID	entry	WRAM	screen	rom,live	Which text box shape to draw.
WRAM0	-	$D126	1	wCurrentMapScriptFlags	entry	WRAM	overworld	rom,live	
WRAM0	-	$D127	1	wCurEnemyLevel	entry	WRAM	battle	rom,live	The level a wild opponent is generated at.
WRAM0	-	$D128	2	wItemListPointer	entry	WRAM	scratch	rom,live	
WRAM0	-	$D12A	1	wListCount	entry	WRAM	screen	rom,live	
WRAM0	-	$D12B	1	wLinkState	entry	WRAM	link	rom,live	What the link cable is doing. Non-zero means the console is in the Cable Club, and the value distinguishes trading from battling — which is why a virtual link partner that only knows how to trade can walk into a real battle.
WRAM0	-	$D12C	1	wTwoOptionMenuID	entry	WRAM	scratch	rom,live	
WRAM0	-	$D12D	1	wOutOfBattleBlackout	entry	WRAM	scratch	rom,live	
WRAM0	-	$D12D	1	wChosenMenuItem	alias	WRAM	scratch	rom,live	
WRAM0	-	$D12E	1	wMenuExitMethod	entry	WRAM	screen	rom,live	
WRAM0	-	$D12F	1	wGymGateTileBlock	entry	WRAM	scratch	rom,live	
WRAM0	-	$D12F	1	wDungeonWarpDataEntrySize	alias	WRAM	scratch	rom,live	
WRAM0	-	$D12F	1	wWhichPewterGuy	alias	WRAM	scratch	rom,live	
WRAM0	-	$D12F	1	wWhichPrizeWindow	alias	WRAM	scratch	rom,live	
WRAM0	-	$D130	1	wSavedSpriteScreenY	entry	WRAM	scratch	rom,live	
WRAM0	-	$D131	1	wSavedSpriteScreenX	entry	WRAM	scratch	rom,live	
WRAM0	-	$D132	1	wSavedSpriteMapY	entry	WRAM	scratch	rom,live	
WRAM0	-	$D133	6	wSavedSpriteMapX	entry	WRAM	scratch	rom,live	
WRAM0	-	$D139	1	wWhichPrize	entry	WRAM	scratch	rom,live	
WRAM0	-	$D13A	1	wIgnoreInputCounter	entry	WRAM	scratch	rom,live	A free-running counter (all 256 byte values observed) written on almost every frame — the byte itself, not its name, is what this playthrough actually established; whether it gates input the way its name suggests is not confirmed here. Measured across a real playthrough (walk, a forced battle, menus): written from 3 places, chiefly bank 6 `$4E41`, during battle, battle-trigger, intro, post-battle menus, walk/menus; 256 distinct values seen, 0-255.
WRAM0	-	$D13B	1	wStepCounter	entry	WRAM	overworld	rom,live	
WRAM0	-	$D13C	1	wNumberOfNoRandomBattleStepsLeft	entry	WRAM	scratch	rom,live	
WRAM0	-	$D13D	1	wPrize1	entry	WRAM	bag	rom,live	
WRAM0	-	$D13E	1	wPrize2	instance	WRAM	bag	rom,live	
WRAM0	-	$D13F	2	wPrize3	instance	WRAM	bag	rom,live	
WRAM0	-	$D141	2	wPrize1Price	entry	WRAM	bag	rom,live	A Game Corner prize's cost in coins.
WRAM0	-	$D141	2	wSerialRandomNumberListBlock	alias	WRAM	bag	rom,live	The shared random-number list exchanged before a link battle.
WRAM0	-	$D143	2	wPrize2Price	instance	WRAM	bag	rom,live	
WRAM0	-	$D145	3	wPrize3Price	instance	WRAM	bag	rom,live	
WRAM0	-	$D148	10	wLinkBattleRandomNumberList	entry	WRAM	rng	rom,live	Nine shared seeds used **instead** of `hRandomAdd`/`hRandomSub` during a link battle, advanced by a pure `x*5+1`. Both consoles must roll identically for a link battle to stay in step, which is exactly why it cannot use the divider.
WRAM0	-	$D152	1	wPseudoItemID	entry	WRAM	bag	rom,live	Used when something that is not really an item has to go through the item-use code.
WRAM0	-	$D152	1	wSerialPlayerDataBlock	alias	WRAM	bag	rom,live	The 418-byte party block as it goes onto the wire: trainer name, party count, species list, structures, OT names, nicknames.
WRAM0	-	$D153	3	wUnusedAlreadyOwnedFlag	entry	WRAM	scratch	rom,live	
WRAM0	-	$D156	1	wEvoStoneItemID	entry	WRAM	battle	rom,live	
WRAM0	-	$D157	1	wSavedNPCMovementDirections2Index	entry	WRAM	scratch	rom,live	
WRAM0	-	$D158	11	wPlayerName	entry	WRAM	player	rom,live,inv	Your name, up to 10 characters and a `$50` terminator. This is what the OT field of every Pokemon you catch is compared against, so it is also what decides whether a Pokemon obeys you.
WRAM0	-	$D163	1	wPartyCount	entry	Party Data	party	rom,live,inv	How many Pokemon you are carrying, 0 to 6. **Verified live**: the harness reads it, walks both parallel species lists, and requires them to agree and to be `$FF`-terminated.
WRAM0	-	$D163	1	wPartyDataStart	alias	Party Data	party	rom,live	Label for the first byte of the party block; the same address as `wPartyCount`.
WRAM0	-	$D164	7	wPartySpecies	entry	Party Data	party	rom,live,inv	Six species indices and an `$FF` terminator — a flat list beside the structures, written at a different moment from the copy inside each `party_struct`. The two agreeing is what makes both addresses trustworthy.
WRAM0	-	$D16B	1	wPartyMon1Species	entry	Party Data	party	rom,live	Species **internal index** — not the Pokedex number. `PokedexOrder` converts.
WRAM0	-	$D16B	1	wPartyMon1	alias	Party Data	party	rom,live,inv	Party slot 1, the whole 44-byte `party_struct`.
WRAM0	-	$D16B	1	wPartyMons	alias	Party Data	party	rom,live,inv	Six 44-byte `party_struct`s. See [the structures](structures.md). The species here is the **internal index**, not the Pokedex number.
WRAM0	-	$D16C	2	wPartyMon1HP	entry	Party Data	party	rom,live	Current HP, **big-endian**.
WRAM0	-	$D16E	1	wPartyMon1BoxLevel	entry	Party Data	party	live	The level as stored. Kept in step with `Level` for a party Pokemon; for a stored one it is the only level there is.
WRAM0	-	$D16F	1	wPartyMon1Status	entry	Party Data	party	rom,live	Sleep, poison, burn, freeze, paralysis, as one byte of flags and a sleep counter.
WRAM0	-	$D170	1	wPartyMon1Type1	entry	Party Data	party	live	First type.
WRAM0	-	$D170	1	wPartyMon1Type	alias	Party Data	party	live	The two type bytes as a pair, `Type1` then `Type2`.
WRAM0	-	$D171	1	wPartyMon1Type2	instance	Party Data	party	live	Second type; equal to `Type1` for a single-typed Pokemon.
WRAM0	-	$D172	1	wPartyMon1CatchRate	entry	Party Data	party	live	The species' base catch rate, copied in at capture. Held item in later generations; here it is the ball maths.
WRAM0	-	$D173	4	wPartyMon1Moves	entry	Party Data	party	rom,live	Four move ids, 0 for an empty slot.
WRAM0	-	$D177	2	wPartyMon1OTID	entry	Party Data	party	rom,live	The original trainer's ID, **big-endian**. Compared against `wPlayerID` to decide whether this Pokemon was traded to you.
WRAM0	-	$D179	3	wPartyMon1Exp	entry	Party Data	party	live	Experience, **three bytes big-endian**.
WRAM0	-	$D17C	2	wPartyMon1HPExp	entry	Party Data	party	live	Stat experience for HP, big-endian. Gained per battle and folded into the stat by `CalcStat`.
WRAM0	-	$D17E	2	wPartyMon1AttackExp	entry	Party Data	party	live	Stat experience for Attack.
WRAM0	-	$D180	2	wPartyMon1DefenseExp	entry	Party Data	party	live	Stat experience for Defense.
WRAM0	-	$D182	2	wPartyMon1SpeedExp	entry	Party Data	party	live	Stat experience for Speed.
WRAM0	-	$D184	2	wPartyMon1SpecialExp	entry	Party Data	party	live	Stat experience for Special.
WRAM0	-	$D186	2	wPartyMon1DVs	entry	Party Data	party	live	Two bytes, four nybbles: attack, defense, speed, special. **The HP DV is not stored** — it is assembled from bit 0 of the other four, most significant first. These sixteen bits are the whole of what makes one Pokemon differ from another of its species and level.
WRAM0	-	$D188	4	wPartyMon1PP	entry	Party Data	party	rom,live	Four bytes: current PP in the low 6 bits, PP Ups applied in the top 2.
WRAM0	-	$D18C	1	wPartyMon1Level	entry	Party Data	party	rom,live	The level the stats below were computed at.
WRAM0	-	$D18D	2	wPartyMon1MaxHP	entry	Party Data	party	rom,live	Computed maximum HP, big-endian.
WRAM0	-	$D18D	2	wPartyMon1Stats	alias	Party Data	party	rom,live	Label for the five computed stats as one run.
WRAM0	-	$D18F	2	wPartyMon1Attack	entry	Party Data	party	rom,live	Computed Attack, big-endian.
WRAM0	-	$D191	2	wPartyMon1Defense	entry	Party Data	party	rom,live	Computed Defense, big-endian.
WRAM0	-	$D193	2	wPartyMon1Speed	entry	Party Data	party	rom,live	Computed Speed, big-endian.
WRAM0	-	$D195	2	wPartyMon1Special	entry	Party Data	party	rom,live	Computed Special, big-endian. One stat here; Gen 2 splits it in two.
WRAM0	-	$D197	1	wPartyMon2	instance	Party Data	party	live,inv	
WRAM0	-	$D197	1	wPartyMon2Species	instance	Party Data	party	live	
WRAM0	-	$D198	2	wPartyMon2HP	instance	Party Data	party	live	
WRAM0	-	$D19A	1	wPartyMon2BoxLevel	instance	Party Data	party	rom,live	
WRAM0	-	$D19B	1	wPartyMon2Status	instance	Party Data	party	live	
WRAM0	-	$D19C	1	wPartyMon2Type	instance	Party Data	party	live	
WRAM0	-	$D19C	1	wPartyMon2Type1	instance	Party Data	party	live	
WRAM0	-	$D19D	1	wPartyMon2Type2	instance	Party Data	party	live	
WRAM0	-	$D19E	1	wPartyMon2CatchRate	instance	Party Data	party	live	
WRAM0	-	$D19F	4	wPartyMon2Moves	instance	Party Data	party	rom,live	
WRAM0	-	$D1A3	2	wPartyMon2OTID	instance	Party Data	party	live	
WRAM0	-	$D1A5	3	wPartyMon2Exp	instance	Party Data	party	live	
WRAM0	-	$D1A8	2	wPartyMon2HPExp	instance	Party Data	party	rom,live	
WRAM0	-	$D1AA	2	wPartyMon2AttackExp	instance	Party Data	party	live	
WRAM0	-	$D1AC	2	wPartyMon2DefenseExp	instance	Party Data	party	live	
WRAM0	-	$D1AE	2	wPartyMon2SpeedExp	instance	Party Data	party	live	
WRAM0	-	$D1B0	2	wPartyMon2SpecialExp	instance	Party Data	party	rom,live	
WRAM0	-	$D1B2	2	wPartyMon2DVs	instance	Party Data	party	live	
WRAM0	-	$D1B4	4	wPartyMon2PP	instance	Party Data	party	live	
WRAM0	-	$D1B8	1	wPartyMon2Level	instance	Party Data	party	rom,live	
WRAM0	-	$D1B9	2	wPartyMon2MaxHP	instance	Party Data	party	live	
WRAM0	-	$D1B9	2	wPartyMon2Stats	instance	Party Data	party	live	
WRAM0	-	$D1BB	2	wPartyMon2Attack	instance	Party Data	party	rom,live	
WRAM0	-	$D1BD	2	wPartyMon2Defense	instance	Party Data	party	live	
WRAM0	-	$D1BF	2	wPartyMon2Speed	instance	Party Data	party	live	
WRAM0	-	$D1C1	2	wPartyMon2Special	instance	Party Data	party	rom,live	
WRAM0	-	$D1C3	1	wPartyMon3	instance	Party Data	party	live	
WRAM0	-	$D1C3	1	wPartyMon3Species	instance	Party Data	party	live	
WRAM0	-	$D1C4	2	wPartyMon3HP	instance	Party Data	party	live	
WRAM0	-	$D1C6	1	wPartyMon3BoxLevel	instance	Party Data	party	live	
WRAM0	-	$D1C7	1	wPartyMon3Status	instance	Party Data	party	live	
WRAM0	-	$D1C8	1	wPartyMon3Type	instance	Party Data	party	live	
WRAM0	-	$D1C8	1	wPartyMon3Type1	instance	Party Data	party	live	
WRAM0	-	$D1C9	1	wPartyMon3Type2	instance	Party Data	party	live	
WRAM0	-	$D1CA	1	wPartyMon3CatchRate	instance	Party Data	party	live	
WRAM0	-	$D1CB	4	wPartyMon3Moves	instance	Party Data	party	live	
WRAM0	-	$D1CF	2	wPartyMon3OTID	instance	Party Data	party	live	
WRAM0	-	$D1D1	3	wPartyMon3Exp	instance	Party Data	party	live	
WRAM0	-	$D1D4	2	wPartyMon3HPExp	instance	Party Data	party	live	
WRAM0	-	$D1D6	2	wPartyMon3AttackExp	instance	Party Data	party	rom,live	
WRAM0	-	$D1D8	2	wPartyMon3DefenseExp	instance	Party Data	party	live	
WRAM0	-	$D1DA	2	wPartyMon3SpeedExp	instance	Party Data	party	live	
WRAM0	-	$D1DC	2	wPartyMon3SpecialExp	instance	Party Data	party	rom,live	
WRAM0	-	$D1DE	2	wPartyMon3DVs	instance	Party Data	party	live	
WRAM0	-	$D1E0	4	wPartyMon3PP	instance	Party Data	party	live	
WRAM0	-	$D1E4	1	wPartyMon3Level	instance	Party Data	party	live	
WRAM0	-	$D1E5	2	wPartyMon3MaxHP	instance	Party Data	party	live	
WRAM0	-	$D1E5	2	wPartyMon3Stats	instance	Party Data	party	live	
WRAM0	-	$D1E7	2	wPartyMon3Attack	instance	Party Data	party	live	
WRAM0	-	$D1E9	2	wPartyMon3Defense	instance	Party Data	party	live	
WRAM0	-	$D1EB	2	wPartyMon3Speed	instance	Party Data	party	live	
WRAM0	-	$D1ED	2	wPartyMon3Special	instance	Party Data	party	live	
WRAM0	-	$D1EF	1	wPartyMon4	instance	Party Data	party	live	
WRAM0	-	$D1EF	1	wPartyMon4Species	instance	Party Data	party	live	
WRAM0	-	$D1F0	2	wPartyMon4HP	instance	Party Data	party	live	
WRAM0	-	$D1F2	1	wPartyMon4BoxLevel	instance	Party Data	party	live	
WRAM0	-	$D1F3	1	wPartyMon4Status	instance	Party Data	party	live	
WRAM0	-	$D1F4	1	wPartyMon4Type	instance	Party Data	party	live	
WRAM0	-	$D1F4	1	wPartyMon4Type1	instance	Party Data	party	live	
WRAM0	-	$D1F5	1	wPartyMon4Type2	instance	Party Data	party	live	
WRAM0	-	$D1F6	1	wPartyMon4CatchRate	instance	Party Data	party	live	
WRAM0	-	$D1F7	4	wPartyMon4Moves	instance	Party Data	party	live	
WRAM0	-	$D1FB	2	wPartyMon4OTID	instance	Party Data	party	live	
WRAM0	-	$D1FD	3	wPartyMon4Exp	instance	Party Data	party	live	
WRAM0	-	$D200	2	wPartyMon4HPExp	instance	Party Data	party	live	
WRAM0	-	$D202	2	wPartyMon4AttackExp	instance	Party Data	party	live	
WRAM0	-	$D204	2	wPartyMon4DefenseExp	instance	Party Data	party	rom,live	
WRAM0	-	$D206	2	wPartyMon4SpeedExp	instance	Party Data	party	live	
WRAM0	-	$D208	2	wPartyMon4SpecialExp	instance	Party Data	party	live	
WRAM0	-	$D20A	2	wPartyMon4DVs	instance	Party Data	party	live	
WRAM0	-	$D20C	4	wPartyMon4PP	instance	Party Data	party	live	
WRAM0	-	$D210	1	wPartyMon4Level	instance	Party Data	party	rom,live	
WRAM0	-	$D211	2	wPartyMon4MaxHP	instance	Party Data	party	rom,live	
WRAM0	-	$D211	2	wPartyMon4Stats	instance	Party Data	party	rom,live	
WRAM0	-	$D213	2	wPartyMon4Attack	instance	Party Data	party	live	
WRAM0	-	$D215	2	wPartyMon4Defense	instance	Party Data	party	live	
WRAM0	-	$D217	2	wPartyMon4Speed	instance	Party Data	party	live	
WRAM0	-	$D219	2	wPartyMon4Special	instance	Party Data	party	live	
WRAM0	-	$D21B	1	wPartyMon5	instance	Party Data	party	rom,live	
WRAM0	-	$D21B	1	wPartyMon5Species	instance	Party Data	party	rom,live	
WRAM0	-	$D21C	2	wPartyMon5HP	instance	Party Data	party	rom,live	
WRAM0	-	$D21E	1	wPartyMon5BoxLevel	instance	Party Data	party	live	
WRAM0	-	$D21F	1	wPartyMon5Status	instance	Party Data	party	live	
WRAM0	-	$D220	1	wPartyMon5Type	instance	Party Data	party	live	
WRAM0	-	$D220	1	wPartyMon5Type1	instance	Party Data	party	live	
WRAM0	-	$D221	1	wPartyMon5Type2	instance	Party Data	party	rom,live	
WRAM0	-	$D222	1	wPartyMon5CatchRate	instance	Party Data	party	rom,live	
WRAM0	-	$D223	4	wPartyMon5Moves	instance	Party Data	party	live	
WRAM0	-	$D227	2	wPartyMon5OTID	instance	Party Data	party	live	
WRAM0	-	$D229	3	wPartyMon5Exp	instance	Party Data	party	rom,live	
WRAM0	-	$D22C	2	wPartyMon5HPExp	instance	Party Data	party	live	
WRAM0	-	$D22E	2	wPartyMon5AttackExp	instance	Party Data	party	live	
WRAM0	-	$D230	2	wPartyMon5DefenseExp	instance	Party Data	party	live	
WRAM0	-	$D232	2	wPartyMon5SpeedExp	instance	Party Data	party	live	
WRAM0	-	$D234	2	wPartyMon5SpecialExp	instance	Party Data	party	live	
WRAM0	-	$D236	2	wPartyMon5DVs	instance	Party Data	party	live	
WRAM0	-	$D238	4	wPartyMon5PP	instance	Party Data	party	live	
WRAM0	-	$D23C	1	wPartyMon5Level	instance	Party Data	party	live	
WRAM0	-	$D23D	2	wPartyMon5MaxHP	instance	Party Data	party	live	
WRAM0	-	$D23D	2	wPartyMon5Stats	instance	Party Data	party	live	
WRAM0	-	$D23F	2	wPartyMon5Attack	instance	Party Data	party	live	
WRAM0	-	$D241	2	wPartyMon5Defense	instance	Party Data	party	rom,live	
WRAM0	-	$D243	2	wPartyMon5Speed	instance	Party Data	party	live	
WRAM0	-	$D245	2	wPartyMon5Special	instance	Party Data	party	live	
WRAM0	-	$D247	1	wPartyMon6	instance	Party Data	party	live	
WRAM0	-	$D247	1	wPartyMon6Species	instance	Party Data	party	live	
WRAM0	-	$D248	2	wPartyMon6HP	instance	Party Data	party	live	
WRAM0	-	$D24A	1	wPartyMon6BoxLevel	instance	Party Data	party	live	
WRAM0	-	$D24B	1	wPartyMon6Status	instance	Party Data	party	live	
WRAM0	-	$D24C	1	wPartyMon6Type	instance	Party Data	party	rom,live	
WRAM0	-	$D24C	1	wPartyMon6Type1	instance	Party Data	party	rom,live	
WRAM0	-	$D24D	1	wPartyMon6Type2	instance	Party Data	party	live	
WRAM0	-	$D24E	1	wPartyMon6CatchRate	instance	Party Data	party	rom,live	
WRAM0	-	$D24F	4	wPartyMon6Moves	instance	Party Data	party	live	
WRAM0	-	$D253	2	wPartyMon6OTID	instance	Party Data	party	live	
WRAM0	-	$D255	3	wPartyMon6Exp	instance	Party Data	party	live	
WRAM0	-	$D258	2	wPartyMon6HPExp	instance	Party Data	party	live	
WRAM0	-	$D25A	2	wPartyMon6AttackExp	instance	Party Data	party	live	
WRAM0	-	$D25C	2	wPartyMon6DefenseExp	instance	Party Data	party	live	
WRAM0	-	$D25E	2	wPartyMon6SpeedExp	instance	Party Data	party	rom,live	
WRAM0	-	$D260	2	wPartyMon6SpecialExp	instance	Party Data	party	live	
WRAM0	-	$D262	2	wPartyMon6DVs	instance	Party Data	party	live	
WRAM0	-	$D264	4	wPartyMon6PP	instance	Party Data	party	live	
WRAM0	-	$D268	1	wPartyMon6Level	instance	Party Data	party	rom,live	
WRAM0	-	$D269	2	wPartyMon6MaxHP	instance	Party Data	party	live	
WRAM0	-	$D269	2	wPartyMon6Stats	instance	Party Data	party	live	
WRAM0	-	$D26B	2	wPartyMon6Attack	instance	Party Data	party	live	
WRAM0	-	$D26D	2	wPartyMon6Defense	instance	Party Data	party	live	
WRAM0	-	$D26F	2	wPartyMon6Speed	instance	Party Data	party	live	
WRAM0	-	$D271	2	wPartyMon6Special	instance	Party Data	party	rom,live	
WRAM0	-	$D273	11	wPartyMon1OT	entry	Party Data	party	rom,live	Party slot 1's original-trainer name, 11 bytes.
WRAM0	-	$D273	11	wPartyMonOT	alias	Party Data	party	rom,live,inv	Six 11-byte original-trainer names, one per party slot. Kept outside the structure because the trade protocol sends them as their own block.
WRAM0	-	$D27E	11	wPartyMon2OT	instance	Party Data	party	live	
WRAM0	-	$D289	11	wPartyMon3OT	instance	Party Data	party	live	
WRAM0	-	$D294	11	wPartyMon4OT	instance	Party Data	party	rom,live	
WRAM0	-	$D29F	11	wPartyMon5OT	instance	Party Data	party	live	
WRAM0	-	$D2AA	11	wPartyMon6OT	instance	Party Data	party	live	
WRAM0	-	$D2B5	11	wPartyMon1Nick	entry	Party Data	party	rom,live	Party slot 1's nickname, 11 bytes.
WRAM0	-	$D2B5	11	wPartyMonNicks	alias	Party Data	party	rom,live,inv	Six 11-byte nicknames. A Pokemon with no nickname carries its species name here, which is why renaming and evolving both have to rewrite it.
WRAM0	-	$D2C0	11	wPartyMon2Nick	instance	Party Data	party	live	
WRAM0	-	$D2CB	11	wPartyMon3Nick	instance	Party Data	party	live	
WRAM0	-	$D2D6	11	wPartyMon4Nick	instance	Party Data	party	live	
WRAM0	-	$D2E1	11	wPartyMon5Nick	instance	Party Data	party	live	
WRAM0	-	$D2EC	11	wPartyMon6Nick	instance	Party Data	party	live	
WRAM0	-	$D2F7	0	wPartyDataEnd	entry	Party Data	party	rom,live	One past the party block. Numerically the same address as `wMainDataStart`, which is why the party is saved: it sits immediately below the block a save writes out.
WRAM0	-	$D2F7	19	wPokedexOwned	entry	Main Data	pokedex	rom,live,inv	One bit per Pokedex number, 19 bytes for 151 species: caught. **Verified live** — every owned bit must also be set in `wPokedexSeen`, which is a claim about both addresses at once and far stronger than either alone.
WRAM0	-	$D2F7	19	wMainDataStart	alias	Main Data	pokedex	rom,live	**The save boundary.** Everything from here to `wMainDataEnd` is what a save writes into cartridge RAM. A tool that writes only below this address cannot corrupt a `.sav` however wrong it is, which is the guarantee battle control is built on.
WRAM0	-	$D2F7	0	wPartyMonNicksEnd	alias	Party Data	pokedex	rom,live	One past the party nicknames — and numerically the save boundary, which is why the same address is also `wMainDataStart`.
WRAM0	-	$D30A	19	wPokedexSeen	entry	Main Data	pokedex	rom,live,inv	One bit per Pokedex number: encountered. Set by the battle engine the first time a species appears, whether or not you catch it.
WRAM0	-	$D30A	19	wPokedexOwnedEnd	alias	Main Data	pokedex	rom,live	One past the owned array.
WRAM0	-	$D31D	1	wNumBagItems	entry	Main Data	bag	rom,live,inv	How many *kinds* of item are in the bag, 0 to 20. **Verified live** against the terminator.
WRAM0	-	$D31D	1	wPokedexSeenEnd	alias	Main Data	bag	rom,live	One past the seen array.
WRAM0	-	$D31E	41	wBagItems	entry	Main Data	bag	rom,live,inv	Twenty (item id, quantity) pairs and an `$FF` terminator. The count, the pairs and the terminator are three statements of the same fact, and the harness requires all three to agree.
WRAM0	-	$D347	3	wPlayerMoney	entry	Main Data	player	rom,live,inv	Money, three bytes of **big-endian BCD** — each nybble is one decimal digit, so the maximum is 999,999. Checked live: the harness refuses any nybble above 9.
WRAM0	-	$D34A	11	wRivalName	entry	Main Data	player	rom,live,inv	The rival's name, same 11-byte field. Used by the script engine when it prints his dialogue.
WRAM0	-	$D355	1	wOptions	entry	Main Data	player	rom,live	The options menu in one byte: text speed in the low bits, battle animation and battle style above them.
